MOFNAME,PS,WS,MC,UPTAKE,QH
OMIMEE_clean,16.54568,6.7257,1.00607,11.95190323,21.2271
OMIPEH_clean,21.73136,7.72557,0.818685,14.83853031,21.872
OMITUB_clean,21.96656,7.7864,0.802172,14.72790285,21.4076
ONIXOZ_clean,9.95246,9.1911,0.925466,12.30848835,27.838
OPENON_clean,4.23486,3.38176,0.987094,2.128824941,35.9221
OPIXUI_clean,8.41938,5.49258,1.1224,9.567669153,30.2881
OPIYAP_clean,5.9608,4.59988,1.1673,6.62314413,32.2503
OQANIE_clean,7.73235,4.1602,1.015,7.220086476,31.6766
OQIQUB01_charged,7.44171,4.59837,0.738269,4.228076067,28.7973
OQIQUB_charged,6.32359,4.88882,0.887697,3.399209857,30.3698
OQIRAI_charged,6.0002,4.66146,0.764367,2.337453644,31.7358
OQIZUL_clean,13.227,6.74608,0.971444,14.18018706,27.8238
OSILOS_charged,4.79761,4.69593,1.06541,1.512218676,30.9655
OSUGUG_clean,5.24214,3.30982,0.712429,6.845710478,32.3787
OWIYUP_clean,8.24396,6.91953,1.05721,14.32499587,27.7972
OWIZAW_clean,14.23644,11.75665,0.958427,12.10127414,15.4673
OYEJOS_clean,9.55583,4.63693,0.737894,9.082186925,26.5761
OYIVEY_clean,8.41834,4.77784,0.977589,9.457106631,31.1604
OYIVIC_clean,5.5413,4.80567,0.917298,6.573988745,34.1174
OYIVOI_clean,5.54513,4.92009,1.01053,5.721014586,31.9853
OZULUS_clean,11.30509,10.53212,1.16423,8.940970437,31.0729
OZUMAZ01_clean,11.42001,10.68224,1.06881,8.952756459,32.1069
OZUMAZ_clean,11.32593,10.60044,1.16489,8.813149009,32.0854
OZUMIH_clean,11.34307,10.585,1.12694,9.143743975,32.2035
PALTON_clean,12.85281,10.88454,0.976935,10.10554567,20.6224
PAMHIW_clean,9.2687,4.50421,1.03607,9.372228197,31.0118
PARNIH_clean,8.32489,6.77668,0.876664,9.371202387,25.4332
PARNON_clean,7.81335,6.23608,0.9636,9.145158602,29.4042
PEDMER_clean,4.87431,3.86596,0.951092,5.418424464,44.0403
PEDMOB_clean,6.13543,5.59613,0.974729,3.954475819,32.2988
PEFSUQ_clean,6.71056,3.90525,0.92089,2.697981984,25.0352
PEHTON_clean,5.79765,4.80371,0.759463,3.030329541,29.1606
PEKZIP_clean,4.53518,4.08657,0.766337,2.066474829,29.8256
PELRIJ_clean,21.55746,10.38341,1.01336,14.34813674,18.7481
PEWGEF_clean,9.8037,7.11476,0.724877,6.817432037,23.3013
PEWLUA_clean,17.77125,7.51947,0.983793,18.53669448,22.3913
PIZHOX_clean,6.00527,4.8111,0.773803,8.491063764,28.6592
PIZQUM_clean,5.38703,4.44024,0.945646,5.089496602,36.5506
PIZRAT_clean,5.69309,4.64481,0.959535,5.004367214,34.6867
PIZRUN_clean,5.3818,4.43333,0.942644,5.090118783,35.279
PIZSAU_clean,5.7096,4.51588,0.963307,4.911902845,33.1291
PODKOK_clean,18.51885,8.56409,0.976213,17.74944194,19.3149
PODKUQ_clean,22.31857,8.92625,0.987299,17.08410396,17.6358
POLDOK_clean,5.06326,4.95206,1.01501,1.945072046,28.2216
POLDUQ_clean,5.0902,4.98067,1.01056,1.857824357,28.7124
PORLEP_clean,7.93943,4.67024,0.409999,2.374743876,29.0201
PORVID_clean,7.37109,6.82741,1.24216,6.492785309,33.2152
POSFIO_clean,6.80619,3.42889,0.980605,5.019409721,33.0159
POTNET_clean,4.90891,3.62196,1.05818,6.548167435,34.5478
PUJQEQ_clean,7.62791,6.18953,0.697698,13.72598203,28.3465
PUKVAU_clean,6.34308,4.86227,0.741118,6.319951368,32.4628
PYDCUT_clean,5.31645,4.73242,0.586949,3.677144343,30.0262
QAGDIO_clean,12.81046,10.08472,0.971069,15.35944023,27.1234
QAGTOH_clean,4.99286,4.09874,0.700984,3.926197478,32.6948
QALHAO_clean,7.68357,4.14824,0.717433,8.099039562,38.8483
QALHES_clean,7.67318,4.16213,0.71783,7.957848659,38.5127
QAQMON_clean,13.97996,12.87565,0.961663,14.96344425,20.2758
QATVUE_clean,6.38161,3.71559,0.784718,7.182915289,31.3688
QEFNAQ_clean,6.2895,4.867,0.876649,3.302303958,24.3709
QEPZOB_clean,6.00756,3.91744,0.79219,8.115864136,30.0681
QEPZUH_charged,10.55832,7.30371,0.863968,13.61013083,22.4086
QERZUI01_clean,4.40066,3.54145,1.02733,3.197070715,35.4207
QERZUI_clean,4.32153,3.30941,1.03371,3.150957441,35.4993
QESYOD_clean,7.06657,4.49673,0.574661,2.698360558,26.7604
QIPROY_clean,5.10002,3.64368,0.694635,12.59631269,31.8371
QIQZIB_clean,8.62906,4.33786,1.11374,8.901753055,33.6688
QIRWAR_clean,5.03603,3.89356,0.977137,8.139381714,37.6075
QIWCOQ_clean,7.90536,6.37424,0.956358,11.24345138,32.1977
QIWDOR_clean,4.59203,4.06699,0.810223,2.192431136,34.204
QIYDAF_clean,22.97967,8.76388,0.939447,11.89279975,16.2378
QIYDEJ_clean,22.48969,11.55679,1.00617,12.54167041,16.8506
QIYDIN01_clean,21.60142,10.45655,0.989395,11.80111757,15.8792
QIYDIN_clean,29.975,15.02249,0.933916,8.435926119,10.6424
QIYDOT_clean,19.81856,17.06364,1.02693,8.543567053,11.0287
QOFKUT_clean,5.30234,4.62006,0.895516,4.364174227,31.6543
QOFLAA_clean,9.67197,6.44372,0.888074,12.94196356,22.6086
QOJTUE_clean,4.99075,4.07072,0.562204,6.269360413,34.7766
QOJVAM_clean,5.27687,4.07489,0.556405,6.309652139,34.4279
QOMRUH_clean,5.91598,4.8393,0.785463,9.091995425,28.1806
QOMSAO_clean,6.28295,5.19194,0.791295,9.338458077,27.3678
QOMSES_clean,5.8822,4.848,0.782502,8.691438331,28.071
QONKUB_clean,6.24349,5.12734,0.795458,9.292294339,27.6146
QONLAI_clean,6.10211,4.91381,0.780299,8.854458256,27.9812
QONLEM_clean,5.90984,4.72024,0.776096,9.047730262,28.5242
QONLIQ_clean,6.00653,4.86996,0.786324,9.088877688,28.089
QOPPOC_clean,4.21204,3.56876,0.898923,3.348672617,28.3902
QOWQUO_manual,16.36508,5.22924,0.977319,14.07072865,23.4869
QOWRAV02_clean,16.40599,5.24588,0.971451,14.02421676,23.453
QOWRAV03_clean,16.39933,5.24565,0.97246,14.06789055,23.7808
QOWRAV04_clean,16.39644,5.24663,0.97276,13.98885236,23.5593
QOWRAV05_clean,16.38928,5.24682,0.974552,14.0219345,23.5572
QOWRAV06_clean,16.3778,5.24265,0.975605,14.08634881,23.4999
QOWRAV07_clean,16.36646,5.23896,0.977847,14.04129954,23.6763
QOWRAV08_clean,16.35712,5.2326,0.977369,14.03890658,23.8354
QOWRAV09_clean,16.34087,5.22933,0.981529,14.08364496,23.501
QOWRAV10_clean,16.32287,5.22574,0.981982,14.11717459,23.7248
QOWRAV11_clean,16.31009,5.22559,0.987381,14.12484571,23.5519
QOWRAV12_clean,16.28739,5.21999,0.993446,14.12225727,24.1245
QOXNIB_clean,4.25979,3.61253,0.748611,2.218443512,36.0519
QOZFUG_charged,7.42492,5.29699,0.717364,7.612391383,26.9097
QOZGAP_clean,4.8362,3.81563,0.986636,6.569785181,33.7345
QUQHAM_clean,4.11745,3.56035,1.09942,0.943076745,31.0333
RAGREY_charged,6.91275,6.07316,0.6908,12.86725186,29.2558
RAHMAP_clean,5.60258,3.44233,1.05848,7.734720876,41.1989
RAHNOF_clean,19.03849,6.57368,1.0036,17.51942644,21.9839
RASGAT_clean,7.32111,5.46808,0.449787,4.869375691,21.3983
RATNIL_charged,4.99071,3.38148,0.840328,7.810097364,35.9945
RAXQEO_clean,8.85312,4.24768,0.735267,7.162299796,27.1923
RAYFAA_clean,15.81778,9.45289,0.913035,9.615276676,21.6887
RAYFEE_clean,13.87561,10.03609,0.858201,11.02650566,25.8124
RAZGOQ_clean,5.22922,5.1443,0.870875,4.20864819,33.6928
RAZYIC_clean,7.88308,6.20532,0.60431,6.361228682,31.4508
RAZYOI_clean,7.72531,5.99694,0.750406,8.486372608,31.8436
REJLAU_clean,4.47497,3.84758,0.489132,1.579521853,22.3793
REWNEO01_clean,18.51106,6.94262,0.983321,18.33990447,22.6632
REWNEO_clean,19.37323,6.76945,0.996429,18.13212562,21.9665
REYMOZ_clean,13.17296,6.59717,0.975727,13.96750565,28.3457
RIBTAZ_clean,7.94342,5.01622,1.0112,13.8974761,31.2298
RICBEM_clean,11.37522,8.59238,0.964105,16.56117096,17.2517
RIDKOE_charged,5.21819,4.02517,0.893129,1.930089048,26.6784
RIFGAQ_clean,13.18615,6.52783,0.986035,14.08263334,28.5896
RIGPEE01_clean,4.32886,3.44721,0.635034,2.750611027,30.9258
RIGPEE_clean,4.3699,3.50423,0.634974,2.797458232,29.9787
RIGPII_clean,3.97495,3.3726,0.619383,2.267672044,29.1699
RIPKIM01_clean,7.23442,6.64943,1.03492,2.99437892,26.4171
RIPKIM_clean,7.16555,6.65101,1.02507,2.995180845,27.4541
RIWMUH_clean,10.50032,10.04767,0.964816,9.466715247,29.4058
RONSIY_clean,5.08447,4.36113,0.959147,2.861202545,32.7791
RONWIA_clean,5.83208,4.50922,0.547328,3.126684966,18.4294
RORTAV_clean,9.60382,5.42977,1.11513,14.57843557,25.8903
RUFZID_clean,10.67067,8.77989,0.88072,10.85901224,22.3821
RULVUP_clean,5.01128,4.18788,0.700655,4.195664678,33.3654
RUPTED_clean,4.59148,3.67658,0.636902,1.076197661,32.3758
RUVKAV_clean,11.95152,7.15447,0.980084,18.10845205,22.8329
SAYTOD_clean,6.38142,4.3971,0.526718,4.114466371,21.293
SAYTUJ_clean,5.53716,4.24775,0.546788,3.122048488,18.9335
SEGBIR_clean,10.04679,9.57778,0.978495,3.891475894,27.2576
SERLEI_clean,11.28347,6.23061,0.982792,17.95922625,28.4046
SETDUS_clean,4.71148,4.0993,0.670718,8.448024627,35.6217
SEYNAM_clean,4.61019,3.49627,0.945567,3.607729663,31.9556
SIKGAW_clean,4.92676,4.21433,0.684555,8.398005566,26.4025
SODQOT_clean,6.38354,5.71555,1.11639,9.049213009,32.4321
SONTUL_neutral_b,11.07564,6.55104,0.973013,13.57072947,27.6249
SONVAT_neutral_b,13.18133,6.56576,0.979958,14.01065735,28.5507
SONVEX_neutral_b,13.20026,6.62162,0.971514,13.99793152,28.7509
SONVIB_neutral_b,13.19327,6.63983,0.973374,14.02939893,28.2537
SOVLEW_clean,16.78989,6.64048,0.999624,14.98220672,24.7659
SOYWOT_neutral_b,13.17245,6.57882,0.977057,13.98053321,28.2505
SOYWUZ_clean,13.18202,6.56101,0.993903,13.90254587,27.9205
SUFROA_clean,5.45181,5.00801,0.81342,8.30867263,28.8941
SUGVUM_clean,5.79435,4.06776,0.98576,6.258258792,32.4387
SUJNUH_clean,7.55155,6.59808,0.963638,5.310142309,36.8746
SUKYIH_clean,9.64677,7.09331,0.977289,17.00190936,22.6856
SUKYON_clean,10.7978,7.28862,0.96685,22.12198762,25.1412
SUNLET_clean,14.87522,10.10535,0.985889,8.841635319,18.0699
SUWQEI_clean,9.47366,7.57886,0.673212,8.835191026,25.0848
TANBOZ_clean,6.76714,4.26504,0.531408,3.052251156,16.5101
TARWAK_clean,5.7222,5.11854,0.675666,3.485209216,36.927
TASYUJ_charged,12.08735,10.73897,0.777874,10.45732285,17.2721
TEBWII_clean,7.57164,3.30977,0.733456,6.07207357,30.3271
TEMPEI_clean,15.71457,10.86579,0.939641,10.77252228,18.1415
TENQOS_clean,6.34819,4.3477,0.508955,7.789085456,27.9518
TEQWER01_clean,4.21874,3.59841,0.66606,3.628890142,34.1219
TEQWER_clean,4.21138,3.62218,0.664591,3.624301452,33.3217
TEWFOS_clean,5.12439,3.80032,0.953355,5.052659137,36.084
TEWFUY_clean,5.12402,3.76853,0.963884,5.089684934,35.6934
TEWGEJ_clean,5.1192,3.89364,0.924615,5.213963506,34.812
TIJPOT_clean,4.06689,3.45193,1.22798,2.88771942,28.244
TISPAO_clean,11.19601,4.56022,1.02046,7.905941703,24.6505
TIZVED01_charged,4.71525,3.70487,0.813642,9.984203592,35.1863
TIZVED_charged,4.71763,3.70524,0.813548,9.930800081,35.9101
TIZVIH01_charged,4.59128,3.66545,0.744099,7.635030191,31.4837
TIZVIH_charged,4.59121,3.66545,0.744118,7.643856739,31.1853
TOFTIT_clean,20.17115,6.28286,1.06359,15.3418695,21.0273
TOHSAL_clean,9.79069,6.17903,0.951925,19.11885511,25.9188
TOJLOT_clean,9.35136,7.4656,0.728334,10.39028258,27.2064
TOPKIT_clean,8.32819,5.0756,0.985108,11.79119598,31.3053
TORXAB_clean,5.19491,4.25541,0.782201,1.094930397,25.0674
TUBJAD_clean,4.85188,4.35004,0.953042,2.458962783,29.4757
TUGTAR_clean,4.77865,3.86046,0.842339,5.535041373,33.986
TUJGIQ_clean,5.65806,4.28444,1.05368,4.126708128,31.8142
TUMQID_clean,4.78803,3.71858,0.974144,5.402008638,31.3853
TUMRAW_clean,4.33484,3.3089,0.978066,4.64118641,34.1458
TUPDOZ_clean,4.88368,4.4419,0.989474,3.753770293,34.9975
TUYNEI_clean,4.98882,3.8643,0.938236,6.211091367,34.6243
UCOCUM_neutral,13.17014,6.56871,0.966871,13.83308049,28.4314
UCOXOZ_clean,6.74707,6.10487,0.907952,6.988341203,30.5478
UFEMIC_clean,5.26486,4.19267,0.565761,2.922724377,19.2882
UFUNIS_clean,4.49854,3.78199,1.02404,3.252988502,33.8243
UFUQIV_clean,7.38156,5.81733,0.710622,13.83215347,28.0008
UGOSOY_charged,6.30273,4.8353,0.731851,7.818717122,30.4089
UHASED_clean,4.93212,3.89765,1.09045,7.106537163,34.495
UJILAA_clean,19.23413,9.51535,0.554446,2.34384499,8.17927
UJULIW_clean,7.01875,6.807,1.64762,1.971473349,45.9849
ULEGOH_clean,6.13177,4.39371,1.10877,2.866284626,29.1059
UMOBEF01_clean,11.72616,5.98085,0.986232,19.03002601,21.0701
UMOBEF02_clean,11.74556,6.09657,1.01349,19.22038454,21.332
UMOBEF03_clean,11.19548,6.07261,0.988699,18.14289371,21.991
UMOBEF04_clean,9.82687,5.92931,0.958836,15.72004215,23.5471
UMOBEF05_clean,9.81532,6.14212,0.965484,14.40581042,24.4121
UMOBEF06_clean,9.73892,6.12776,0.969478,14.34300616,24.5616
UMOBEF07_clean,9.64899,6.11183,0.976534,14.03842817,24.0997
UMOBEF08_clean,9.5277,6.07844,0.980801,13.9490304,24.9143
UMOBEF09_clean,9.30813,6.0393,0.967133,13.75827513,24.9037
UMOBEF_clean,12.498,6.04018,0.974033,18.31497158,20.1326
UMODEH01_clean,11.30468,5.41503,0.97321,23.2706635,25.8852
UMODEH02_clean,11.81211,5.47188,0.96586,18.73888644,21.4455
UMODEH03_clean,11.61852,5.42066,0.97448,19.5073637,22.2475
UMODEH04_clean,11.36787,5.34922,0.975314,18.68762642,22.4994
UMODEH06_clean,11.16649,5.2519,0.968365,18.18123209,23.2644
UMODEH07_clean,11.33302,5.24933,0.96752,18.09752404,23.0056
UMODEH08_clean,7.50813,5.20054,0.963559,15.57238619,25.9678
UMODEH09_clean,7.58377,5.1021,0.957721,14.25398957,27.0775
UMODEH10_clean,8.26869,5.10695,0.96445,13.82832386,27.3709
UMODEH11_clean,7.88398,5.10678,0.963262,13.54163296,27.6132
UMODEH12_clean,7.73054,5.09547,0.96815,13.55265216,27.7361
UMODEH13_clean,8.08,5.10727,0.951309,13.32089172,27.902
UMODEH14_clean,11.13019,5.34376,0.980815,18.20198307,22.5024
